Frame_No,Template_No,x,y,mx,my
383,5,1062,48,1084.1764,36.088257
383,6,818,434,846.81494,424.58765
384,1,100,237,132.19164,241.33467
384,2,215,226,245.07584,228.76053
384,3,368,194,395.1066,194.52637
384,4,675,218,699.1053,212.37537
384,5,1062,48,1084.2262,36.092506
384,6,818,434,845.99133,424.45
385,1,100,237,131.48436,240.83447
385,2,215,226,244.42897,228.29124
385,3,368,194,394.34396,194.17932
385,4,675,218,698.95416,212.50682
385,5,1062,48,1083.9417,36.41979
385,6,818,434,844.9698,424.37814
386,1,100,237,131.45155,240.31519
386,2,215,226,244.76659,227.89522
386,3,368,194,395.04987,193.86577
386,4,675,218,699.30725,212.06007
386,5,1062,48,1084.2289,36.59543
386,6,818,434,845.61554,424.14426
387,1,100,237,131.61266,240.39462
387,2,215,226,244.95374,227.7502
387,3,368,194,395.32687,193.74292
387,4,675,218,699.7702,212.159
387,5,1062,48,1084.0596,36.618034
387,6,818,434,846.29224,423.85403
388,1,100,237,131.19261,240.4861
388,2,215,226,244.67604,227.91673
388,3,368,194,394.8673,193.94531
388,4,675,218,699.2844,211.92842
388,5,1062,48,1083.4554,36.63264
388,6,818,434,846.35846,423.67432
389,1,100,237,131.906,240.5256
389,2,215,226,244.93039,227.92471
389,3,368,194,395.07773,193.66492
389,4,675,218,699.22003,211.36252
389,5,1062,48,1083.3984,35.86077
389,6,818,434,846.41473,423.3516
390,1,100,237,131.9394,240.84866
390,2,215,226,244.90962,228.09924
390,3,368,194,394.938,193.81776
390,4,675,218,699.0186,211.49513
390,5,1062,48,1083.4984,35.609295
390,6,818,434,846.3712,423.1538
391,1,100,237,132.36575,240.97533
391,2,215,226,245.14618,228.15176
391,3,368,194,394.99057,193.93053
391,4,675,218,699.1595,211.26772
391,5,1062,48,1083.7396,35.33184
391,6,818,434,846.5827,422.9353
392,1,100,237,132.20499,240.77228
392,2,215,226,245.08067,228.03636
392,3,368,194,394.98117,193.75061
392,4,675,218,699.23285,210.91148
392,5,1062,48,1083.744,34.71226
392,6,818,434,846.4231,422.09393
393,1,100,237,132.2287,241.00781
393,2,215,226,245.0808,228.189
393,3,368,194,394.98285,193.92047
393,4,675,218,699.311,210.9888
393,5,1062,48,1084.1815,34.634937
393,6,818,434,846.6387,422.09512
394,1,100,237,131.94092,241.14474
394,2,215,226,244.91792,228.3703
394,3,368,194,394.76077,193.98534
394,4,675,218,699.3379,210.98953
394,5,1062,48,1084.1757,34.372078
394,6,818,434,846.6715,422.41766
395,1,100,237,132.23857,240.8849
395,2,215,226,245.03586,228.12422
395,3,368,194,394.94794,193.8975
395,4,675,218,699.3673,211.00589
395,5,1062,48,1085.1309,34.08555
395,6,818,434,846.9259,422.59818
396,1,100,237,132.18883,240.78877
396,2,215,226,244.94264,228.06592
396,3,368,194,394.93826,193.60991
396,4,675,218,699.3384,211.03374
396,5,1062,48,1085.3629,33.86644
396,6,818,434,846.4583,422.92987
397,1,100,237,132.23799,240.89261
397,2,215,226,244.92616,228.14108
397,3,368,194,394.9432,193.97955
397,4,675,218,699.84985,211.5732
397,5,1062,48,1085.6902,34.103554
397,6,818,434,846.3161,423.29935
398,1,100,237,132.15591,240.77779
398,2,215,226,244.85855,228.10315
398,3,368,194,394.97736,193.58846
398,4,675,218,699.6475,211.35214
398,5,1062,48,1085.8328,33.857994
398,6,818,434,846.3926,422.80508
399,1,100,237,131.86441,240.9715
399,2,215,226,244.8149,228.11534
399,3,368,194,394.98758,193.57547
399,4,675,218,699.8216,210.92801
399,5,1062,48,1085.8191,33.076538
399,6,818,434,846.5269,422.3681
400,1,100,237,131.52472,241.43913
400,2,215,226,244.50146,228.38617
400,3,368,194,394.7402,193.63208
400,4,675,218,699.7389,210.80849
400,5,1062,48,1085.0477,32.266693
400,6,818,434,846.88055,422.0558
401,1,100,237,132.02234,242.08888
401,2,215,226,244.84721,228.92342
401,3,368,194,394.73145,194.02351
401,4,675,218,699.8545,210.69453
401,5,1062,48,1084.9609,31.918032
401,6,818,434,847.63306,421.77527
402,1,100,237,132.65474,242.10765
402,2,215,226,245.13086,228.65276
402,3,368,194,394.91965,193.53616
402,4,675,218,699.82166,209.7219
402,5,1062,48,1084.9536,30.495821
402,6,818,434,847.83527,420.7415
403,1,100,237,133.05814,242.39249
403,2,215,226,245.49034,229.01059
403,3,368,194,395.07794,193.80322
403,4,675,218,699.89453,209.53784
403,5,1062,48,1085.3934,29.699652
403,6,818,434,847.7629,420.6722
404,1,100,237,133.05568,242.48125
404,2,215,226,245.63116,228.94556
404,3,368,194,395.1128,193.72838
404,4,675,218,699.6348,209.36748
404,5,1062,48,1085.1903,29.454662
404,6,818,434,847.4964,420.16885
405,1,100,237,133.10371,242.129
405,2,215,226,245.70576,228.68127
405,3,368,194,394.9589,193.30183
405,4,675,218,699.76074,208.9536
405,5,1062,48,1085.2822,29.239603
405,6,818,434,847.5924,419.79868
406,1,100,237,132.4341,242.15427
406,2,215,226,245.20695,228.62819
406,3,368,194,394.78647,193.31192
406,4,675,218,699.7662,208.95073
406,5,1062,48,1085.4082,29.35414
406,6,818,434,847.49567,419.7554
407,1,100,237,132.4159,242.02882
407,2,215,226,245.15031,228.46017
407,3,368,194,394.7618,193.19107
407,4,675,218,699.7706,208.94542
407,5,1062,48,1085.2821,28.993723
407,6,818,434,847.6417,419.85907
408,1,100,237,132.43913,242.00317
408,2,215,226,245.05537,228.46016
408,3,368,194,394.69693,193.20277
408,4,675,218,699.7942,208.92905
408,5,1062,48,1085.2776,28.990088
408,6,818,434,847.7965,419.90118
409,1,100,237,133.16513,241.99704
409,2,215,226,245.8585,228.46153
409,3,368,194,395.35196,193.12286
409,4,675,218,700.0536,208.7936
409,5,1062,48,1085.8168,28.53314
409,6,818,434,847.9667,419.84918
410,1,100,237,133.17764,242.01256
410,2,215,226,245.84135,228.4424
410,3,368,194,395.13803,193.18053
410,4,675,218,699.9303,208.95128
410,5,1062,48,1085.9865,28.767866
410,6,818,434,847.8547,419.94382
411,1,100,237,133.03528,241.52321
411,2,215,226,245.58698,227.97412
411,3,368,194,394.97763,192.72331
411,4,675,218,699.59283,208.43854
411,5,1062,48,1085.8387,28.22328
411,6,818,434,847.68805,419.81488
412,1,100,237,132.90146,241.88148
412,2,215,226,245.46342,228.07213
412,3,368,194,394.78555,192.92902
412,4,675,218,699.2989,208.23036
412,5,1062,48,1085.7075,28.361446
412,6,818,434,847.703,420.1301
413,1,100,237,132.94688,241.85793
413,2,215,226,245.39557,228.06497
413,3,368,194,394.7467,192.96414
413,4,675,218,699.278,208.12358
413,5,1062,48,1084.8634,37.7036
413,6,818,434,847.8482,419.6975
414,1,100,237,133.43987,242.215
414,2,215,226,245.88701,228.63266
414,3,368,194,394.81857,193.15004
414,4,675,218,699.3711,208.06648
414,5,1062,48,1085.0669,37.515415
414,6,818,434,848.3855,419.847
415,1,100,237,133.69922,242.1086
415,2,215,226,245.91426,228.36058
415,3,368,194,394.8452,192.9485
415,4,675,218,699.47754,207.87259
415,5,1062,48,1085.0814,37.1097
415,6,818,434,848.1225,419.23587
416,1,100,237,134.1052,241.73853
416,2,215,226,246.23096,228.03465
416,3,368,194,395.25815,192.71896
416,4,675,218,699.62036,208.15178
416,5,1062,48,1085.6278,37.001427
416,6,818,434,847.97565,419.21655
417,1,100,237,133.76562,241.57864
417,2,215,226,246.00658,227.97318
417,3,368,194,395.2094,192.68642
417,4,675,218,699.5661,208.1911
417,5,1062,48,1085.513,37.184162
417,6,818,434,847.795,419.4827
418,1,100,237,133.62466,241.28496
418,2,215,226,246.03487,227.72818
418,3,368,194,394.9815,192.44041
418,4,675,218,699.6285,208.1335
418,5,1062,48,1086.1122,27.972223
418,6,818,434,847.9288,419.61264
419,1,100,237,133.68842,240.88261
419,2,215,226,245.91382,227.38396
419,3,368,194,394.98062,192.20345
419,4,675,218,699.71014,208.05408
419,5,1062,48,1086.086,28.224562
419,6,818,434,847.8913,419.7196
420,1,100,237,133.82071,240.56944
420,2,215,226,246.07835,226.97453
420,3,368,194,395.13168,191.90204
420,4,675,218,699.7577,208.0087
420,5,1062,48,1086.3159,28.11865
420,6,818,434,848.01044,419.82034
421,1,100,237,134.25073,240.27739
421,2,215,226,246.86983,226.96214
421,3,368,194,395.95935,191.94441
421,4,675,218,700.29645,207.77426
421,5,1062,48,1086.8346,28.374115
421,6,818,434,848.0708,419.84366
422,1,100,237,133.89676,239.86874
422,2,215,226,246.30621,226.60266
422,3,368,194,395.68274,191.5606
422,4,675,218,700.13293,207.60841
422,5,1062,48,1086.3623,28.404377
422,6,818,434,847.6513,419.33716
423,1,100,237,133.62454,239.8749
423,2,215,226,246.09055,226.44539
423,3,368,194,395.3686,191.37279
423,4,675,218,700.0258,207.5742
423,5,1062,48,1086.1075,28.65579
423,6,818,434,847.6944,419.26892
424,1,100,237,134.27289,239.74638
424,2,215,226,246.59656,226.49135
424,3,368,194,396.00812,191.56049
424,4,675,218,700.5595,207.94075
424,5,1062,48,1086.5431,29.04802
424,6,818,434,848.3563,419.2021
425,1,100,237,133.97546,239.78824
425,2,215,226,246.35426,226.39667
425,3,368,194,395.67648,191.46646
425,4,675,218,700.2639,207.6379
425,5,1062,48,1086.307,28.9537
425,6,818,434,848.0097,419.52185
426,1,100,237,134.06247,239.59157
426,2,215,226,246.41826,226.24062
426,3,368,194,395.892,191.54593
426,4,675,218,700.195,207.66718
426,5,1062,48,1086.2584,29.094233
426,6,818,434,847.8268,419.40176
427,1,100,237,134.10413,239.13231
427,2,215,226,246.62148,225.96683
427,3,368,194,395.80676,191.21053
427,4,675,218,700.1036,207.44226
427,5,1062,48,1086.3574,28.96396
427,6,818,434,847.74475,419.27603
428,1,100,237,134.30203,239.0725
428,2,215,226,246.80692,225.93394
428,3,368,194,396.0714,191.18332
428,4,675,218,700.17334,207.33434
428,5,1062,48,1086.719,29.216305
428,6,818,434,847.95764,419.1862
429,1,100,237,134.3176,239.07822
429,2,215,226,246.7563,225.97968
429,3,368,194,396.0541,191.21904
429,4,675,218,700.20337,207.38423
429,5,1062,48,1086.7776,29.468615
429,6,818,434,848.0067,419.0011
430,1,100,237,134.15979,239.67844
430,2,215,226,246.70288,226.60095
430,3,368,194,396.10425,191.75638
430,4,675,218,700.4924,207.87584
430,5,1062,48,1086.7668,30.064686
430,6,818,434,848.1288,419.70114
431,1,100,237,134.28554,239.50403
431,2,215,226,246.66542,226.3453
431,3,368,194,396.1764,191.59077
431,4,675,218,700.53827,208.164
431,5,1062,48,1086.7302,29.781593
431,6,818,434,848.439,419.1917
432,1,100,237,134.15591,239.6018
432,2,215,226,246.57396,226.39333
432,3,368,194,395.91754,191.59721
432,4,675,218,700.2779,207.69312
432,5,1062,48,1086.5494,29.312899
432,6,818,434,848.48804,419.0971
433,1,100,237,134.81468,239.30434
433,2,215,226,247.16684,225.98181
433,3,368,194,396.21875,191.03247
433,4,675,218,700.6496,207.33519
433,5,1062,48,1087.4927,28.156475
433,6,818,434,848.9584,418.5567
434,1,100,237,134.93625,239.77339
434,2,215,226,247.04224,226.2672
434,3,368,194,396.01505,191.2617
434,4,675,218,700.4944,207.0207
434,5,1062,48,1086.8179,37.22285
434,6,818,434,848.80646,418.75244
435,1,100,237,134.92175,240.02092
435,2,215,226,247.11205,226.72362
435,3,368,194,396.14313,191.5768
435,4,675,218,700.4624,207.02148
435,5,1062,48,1086.8777,37.135002
435,6,818,434,848.75745,418.74
436,1,100,237,134.9298,239.93646
436,2,215,226,247.09248,226.4907
436,3,368,194,396.128,191.54433
436,4,675,218,700.5077,207.40437
436,5,1062,48,1087.0765,37.17315
436,6,818,434,848.70496,418.73245
437,1,100,237,135.08289,239.77263
437,2,215,226,247.28035,226.29912
437,3,368,194,396.17267,191.211
437,4,675,218,700.7826,207.14633
437,5,1062,48,1087.364,36.79159
437,6,818,434,848.78186,418.59775
438,1,100,237,134.80582,240.00264
438,2,215,226,247.10963,226.51378
438,3,368,194,395.92822,191.3407
438,4,675,218,700.43066,206.94212
438,5,1062,48,1086.912,36.572933
438,6,818,434,848.6956,418.72284
439,1,100,237,134.9919,240.07913
439,2,215,226,247.24661,226.65611
439,3,368,194,396.19946,191.41014
439,4,675,218,700.78613,207.15242
439,5,1062,48,1087.1996,36.95497
439,6,818,434,848.81866,418.70386
440,1,100,237,135.05652,239.97583
440,2,215,226,247.20302,226.48639
440,3,368,194,396.25415,191.33797
440,4,675,218,700.8443,207.11366
440,5,1062,48,1087.294,36.977123
440,6,818,434,848.9825,418.58322
441,1,100,237,134.71454,240.31628
441,2,215,226,247.10286,226.79376
441,3,368,194,396.11203,191.49864
441,4,675,218,700.79584,207.24934
441,5,1062,48,1086.9692,36.996086
441,6,818,434,848.8248,418.6489
442,1,100,237,134.79654,240.31894
442,2,215,226,246.99174,226.84845
442,3,368,194,396.42984,191.56561
442,4,675,218,700.8263,207.27937
442,5,1062,48,1086.9066,37.036396
442,6,818,434,848.9959,418.4502
443,1,100,237,135.182,240.57993
443,2,215,226,247.49731,226.99309
443,3,368,194,396.74533,191.74979
443,4,675,218,701.2415,207.10223
443,5,1062,48,1087.3502,36.961403
443,6,818,434,849.6049,418.52167
444,1,100,237,135.1814,240.57994
444,2,215,226,247.45752,226.95815
444,3,368,194,396.81598,191.7476
444,4,675,218,701.3017,206.94666
444,5,1062,48,1087.4287,36.415043
444,6,818,434,849.39355,418.33948
445,1,100,237,135.0972,240.23495
445,2,215,226,247.70381,226.776
445,3,368,194,396.84235,191.4472
445,4,675,218,701.6875,207.18332
445,5,1062,48,1087.6335,36.269028
445,6,818,434,849.66833,418.1817
446,1,100,237,135.07828,240.0361
446,2,215,226,247.73395,226.58554
446,3,368,194,397.0225,191.13956
446,4,675,218,702.01404,206.74811
446,5,1062,48,1087.6342,36.268826
446,6,818,434,849.89825,417.9975
447,1,100,237,135.05664,239.93022
447,2,215,226,247.47675,226.22183
447,3,368,194,397.0174,190.8411
447,4,675,218,701.63837,206.4792
447,5,1062,48,1087.1731,36.12428
447,6,818,434,849.93176,417.81537
448,1,100,237,135.6489,239.81854
448,2,215,226,248.07216,226.09358
448,3,368,194,397.57022,190.89447
448,4,675,218,702.1913,206.22734
448,5,1062,48,1087.7946,36.002068
448,6,818,434,850.31244,417.6592
449,1,100,237,135.1578,239.61398
449,2,215,226,247.70715,225.98605
449,3,368,194,397.07764,190.63261
449,4,675,218,701.73627,206.31197
449,5,1062,48,1086.9664,35.832527
449,6,818,434,849.64276,417.35782
450,1,100,237,135.6083,239.77452
450,2,215,226,248.13954,226.08412
450,3,368,194,397.74652,190.79764
450,4,675,218,702.3842,206.12825
450,5,1062,48,1087.6451,36.196
450,6,818,434,850.4823,417.43427
